1,2016-01-22-46,1.8670817851823194
2,2016-01-22-46,1.0
3,2016-01-22-46,1.0
4,2016-01-22-46,2.735317228620405
5,2016-01-22-46,1.0
6,2016-01-22-46,1.0
7,2016-01-22-46,14.770534819391266
8,2016-01-22-46,372.86789330575635
9,2016-01-22-46,1.0
10,2016-01-22-46,1.0
11,2016-01-22-46,1.0
12,2016-01-22-46,1.4288386065423195
13,2016-01-22-46,1.0
14,2016-01-22-46,22.483043666041358
15,2016-01-22-46,1.0
16,2016-01-22-46,1.0
17,2016-01-22-46,1.0
18,2016-01-22-46,1.0
19,2016-01-22-46,1.0
20,2016-01-22-46,1.1106024192855113
21,2016-01-22-46,1.0
22,2016-01-22-46,2.1078716821325254
23,2016-01-22-46,32.03933675603465
24,2016-01-22-46,6.224720316327574
25,2016-01-22-46,1.0
26,2016-01-22-46,1.0
27,2016-01-22-46,3.998284687185369
28,2016-01-22-46,3.7113313391087464
29,2016-01-22-46,1.0
30,2016-01-22-46,1.0
31,2016-01-22-46,1.0
32,2016-01-22-46,1.0
33,2016-01-22-46,1.0
34,2016-01-22-46,1.0
35,2016-01-22-46,1.0
36,2016-01-22-46,1.0
37,2016-01-22-46,31.43596646895068
38,2016-01-22-46,1.0
39,2016-01-22-46,1.0
40,2016-01-22-46,1.0
41,2016-01-22-46,1.0
42,2016-01-22-46,1.2183915489131503
43,2016-01-22-46,1.0
44,2016-01-22-46,1.0
45,2016-01-22-46,1.0
46,2016-01-22-46,6.8598662509832415
47,2016-01-22-46,1.0
48,2016-01-22-46,9.580269819391265
49,2016-01-22-46,1.0
50,2016-01-22-46,1.0
51,2016-01-22-46,8.643027362675149
52,2016-01-22-46,1.0
53,2016-01-22-46,1.0
54,2016-01-22-46,1.0
55,2016-01-22-46,1.0
56,2016-01-22-46,1.0
57,2016-01-22-46,1.0
58,2016-01-22-46,1.0
59,2016-01-22-46,1.0
60,2016-01-22-46,1.0
61,2016-01-22-46,1.0
62,2016-01-22-46,1.0
63,2016-01-22-46,1.0
64,2016-01-22-46,1.0
65,2016-01-22-46,1.0
66,2016-01-22-46,1.0
1,2016-01-22-58,1.0
2,2016-01-22-58,1.0
3,2016-01-22-58,1.0
4,2016-01-22-58,40.467907950892105
5,2016-01-22-58,1.0
6,2016-01-22-58,14.635671140291501
7,2016-01-22-58,3.1781874958880216
8,2016-01-22-58,133.6173417442618
9,2016-01-22-58,2.3096826857662904
10,2016-01-22-58,1.9665210382377407
11,2016-01-22-58,1.0
12,2016-01-22-58,3.7111206296383754
13,2016-01-22-58,4.289463360076579
14,2016-01-22-58,1.6407730535490281
15,2016-01-22-58,1.0
16,2016-01-22-58,2.8025643835173923
17,2016-01-22-58,1.0
18,2016-01-22-58,1.403768457392344
19,2016-01-22-58,1.0
20,2016-01-22-58,2.9087925140535544
21,2016-01-22-58,1.0
22,2016-01-22-58,4.136410270383819
23,2016-01-22-58,139.24462410990205
24,2016-01-22-58,42.28125778303633
25,2016-01-22-58,17.917756872154847
26,2016-01-22-58,28.674858728786866
27,2016-01-22-58,4.581425252893445
28,2016-01-22-58,2.442309428941207
29,2016-01-22-58,5.346703544488647
30,2016-01-22-58,1.176677906616359
31,2016-01-22-58,1.4176267768874662
32,2016-01-22-58,1.0
33,2016-01-22-58,1.0
34,2016-01-22-58,1.0
35,2016-01-22-58,1.0
